VP: Region;VP: Market;VP: Country/Territory;VP: City;VP: Plant State/Province;VP: Production Plant;VP: Source Plant;VP: Source Plant Country/Territory;VP: Source Plant Region;VP: Sales Group;VP: Sales Parent;VP: Strategic Group;VP: Manufacturer;VP: Manufacturer Group;VP: Design Parent;VP: Platform;VP: Platform Group;VP: Program;VP: Production Nameplate;VP: Vehicle;VP: Production Brand;VP: Engineering Group;VP: Global Nameplate;VP: Actual Date;VP: SOP (Start of Production);VP: EOP (End of Production);VP: Assembly Type;VP: Primary Design Center;VP: Primary Design Country/Territory;VP: Primary Design Region;VP: Secondary Design Center;VP: Secondary Design Country/Territory;VP: Secondary Design Region;VP: Mnemonic Vehicle;VP: Mnemonic Vehicle/Plant;VP: Mnemonic Platform;VP: Mnemonic Plant;VP: Architecture;VP: Platform Design Owner;VP: Vehicle Life Cycle in Month;VP: Mnemonic Core Nameplate Region;VP: Mnemonic Core Nameplate Plant;VP: Car/Truck;VP: Production Type;VP: GVW Rating;VP: GVW Class;VP: Global Production Segment;VP: Global Production Price Class;VP: Global Sales Segment;VP: Global Sales Sub-Segment;VP: Global Sales Price Class;VP: Regional Sales Segment;VP: Regional Sales Price Class;VP: Short-Term Risk Rating;VP: Long-Term Risk Rating;VP: Propulsion Type;CY 2019;CY 2020;CY 2021;CY 2022;CY 2023;CY 2024;CY 2025;CY 2026;CY 2027;CY 2028;CY 2029;CY 2030;CY 2031;CY 2032;CY 2033;Q1 2019;Q2 2019;Q3 2019;Q4 2019;Q1 2020;Q2 2020;Q3 2020;Q4 2020;Q1 2021;Q2 2021;Q3 2021;Q4 2021;Q1 2022;Q2 2022;Q3 2022;Q4 2022;Q1 2023;Q2 2023;Q3 2023;Q4 2023;Q1 2024;Q2 2024;Q3 2024;Q4 2024;Q1 2025;Q2 2025;Q3 2025;Q4 2025;Q1 2026;Q2 2026;Q3 2026;Q4 2026;Q1 2027;Q2 2027;Q3 2027;Q4 2027;Q1 2028;Q2 2028;Q3 2028;Q4 2028;Q1 2029;Q2 2029;Q3 2029;Q4 2029;Q1 2030;Q2 2030;Q3 2030;Q4 2030;Q1 2031;Q2 2031;Q3 2031;Q4 2031;Q1 2032;Q2 2032;Q3 2032;Q4 2032;Q1 2033;Q2 2033;Q3 2033;Q4 2033
South America;Mercosul;Argentina;Caseros;Buenos Aires Province;El Palomar;El Palomar;Argentina;South America;PSA;Stellantis;Stellantis;Stellantis;Stellantis;Stellantis;CMP;CMP;P24;2008;Stellantis:Peugeot:2008:P24 [0-3.5 PC];Peugeot;Stellantis;2008;2026-07;2024-01;2028-12;CBU;PSA-Vélizy;France;Europe;PSA-Sochaux;France;Europe;1081103;108110837;13010803;120837;Unibody;Stellantis;60;100038957;100042588;LTR;PC;0-3.5;0-3.5 PC;B-Segment;Mid;B;SUV;1;Small;Mid;2;0;ICE;0;0;0;0;0;16341;26425;20394;20258;18055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;2230;6392;7680;6580;6488;9176;4181;4199;5191;6497;4507;4089;5704;5888;4577;4015;4879;5205;3956;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
South America;Mercosul;Argentina;Caseros;Buenos Aires Province;El Palomar;El Palomar;Argentina;South America;PSA;Stellantis;Stellantis;Stellantis;Stellantis;Stellantis;CMP;CMP;P24;2008;Stellantis:Peugeot:2008:P24 [0-3.5 PC];Peugeot;Stellantis;2008;2026-07;2024-01;2028-12;CBU;PSA-Vélizy;France;Europe;PSA-Sochaux;France;Europe;1081103;108110837;13010803;120837;Unibody;Stellantis;60;100038957;100042588;LTR;PC;0-3.5;0-3.5 PC;B-Segment;Mid;B;SUV;1;Small;Mid;2;0;MHEV;0;0;0;0;0;0;1159;5474;6754;6019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;252;907;1050;1298;1624;1502;1363;1902;1963;1526;1338;1627;1735;1319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
South America;Mercosul;Argentina;Caseros;Buenos Aires Province;El Palomar;El Palomar;Argentina;South America;PSA;Stellantis;Stellantis;Stellantis;Stellantis;Stellantis;CMP;CMP;P2J;2008;Stellantis:Peugeot:2008:P2J [0-3.5 PC];Peugeot;Stellantis;2008;2026-08;2029-01;2038-06;CBU;PSA-Vélizy;France;Europe;PSA-Sochaux;France;Europe;3470303;347030837;13010803;120837;Unibody;Stellantis;114;100038958;100042589;LTR;PC;0-3.5;0-3.5 PC;B-Segment;Mid;B;SUV;1;Small;Mid;0;2;ICE;0;0;0;0;0;0;0;0;0;0;18067;18862;18841;17034;19472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3606;4624;5003;4834;3722;4806;5251;5083;3933;5083;5581;4244;3286;4264;4764;4720;3785;4971;5466;5250
South America;Mercosul;Argentina;Caseros;Buenos Aires Province;El Palomar;El Palomar;Argentina;South America;PSA;Stellantis;Stellantis;Stellantis;Stellantis;Stellantis;CMP;CMP;P2J;2008;Stellantis:Peugeot:2008:P2J [0-3.5 PC];Peugeot;Stellantis;2008;2026-08;2029-01;2038-06;CBU;PSA-Vélizy;France;Europe;PSA-Sochaux;France;Europe;3470303;347030837;13010803;120837;Unibody;Stellantis;114;100038958;100042589;LTR;PC;0-3.5;0-3.5 PC;B-Segment;Mid;B;SUV;1;Small;Mid;0;2;MHEV;0;0;0;0;0;0;0;0;0;0;7743;8085;9729;13936;15933;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1545;1982;2144;2072;1595;2060;2251;2179;1686;2178;2392;3473;2688;3489;3898;3861;3096;4068;4473;4296
South America;Mercosul;Argentina;Caseros;Buenos Aires Province;El Palomar;El Palomar;Argentina;South America;PSA;Stellantis;Stellantis;Stellantis;Stellantis;Stellantis;M49/M59;M49/M59;M59;Berlingo;Stellantis:Citroen:Berlingo:M59 [0-3.5 LCV];Citroen;Stellantis;Berlingo;2026-08;2010-04;2019-07;CBU;PSA-Sochaux;France;Europe;PSA-Vélizy;France;Europe;553203;55320837;13042603;120837;Unibody;Stellantis;112;1009223;100005495;LTR;LCV;0-3.5;0-3.5 LCV;C-Segment;Mid;C;Van;1;Small;Mid;2;0;ICE;1111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322;571;218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
South America;Mercosul;Argentina;Caseros;Buenos Aires Province;El Palomar;El Palomar;Argentina;South America;PSA;Stellantis;Stellantis;Stellantis;Stellantis;Stellantis;M49/M59;M49/M59;M59;Partner;Stellantis:Peugeot:Partner:M59 [0-3.5 LCV];Peugeot;Stellantis;Partner;2026-08;2010-04;2019-07;CBU;PSA-Sochaux;France;Europe;PSA-Vélizy;France;Europe;499403;49940837;13042603;120837;Unibody;Stellantis;112;1004217;100000573;LTR;LCV;0-3.5;0-3.5 LCV;C-Segment;Entry;C;Van;1;Small;Mid;2;0;ICE;2767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;777;1112;878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
South America;Mercosul;Argentina;Caseros;Buenos Aires Province;El Palomar;El Palomar;Argentina;South America;PSA;Stellantis;Stellantis;Stellantis;Stellantis;Stellantis;M49/M59;M49/M59;M69;Berlingo;Stellantis:Citroen:Berlingo:M69 [0-3.5 LCV];Citroen;Stellantis;Berlingo;2026-08;2019-08;2025-12;CBU;PSA-Sochaux;France;Europe;PSA-Sochaux;France;Europe;1356003;135600837;13042603;120837;Unibody;Stellantis;77;1007592;100000210;LTR;LCV;0-3.5;0-3.5 LCV;C-Segment;Mid;C;Van;1;Small;Mid;2;0;ICE;594;1865;3677;4400;4467;2290;3297;0;0;0;0;0;0;0;0;0;0;322;272;608;78;562;617;707;984;1010;976;921;1166;1252;1061;893;1180;1323;1071;434;766;702;388;724;1319;785;469;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
South America;Mercosul;Argentina;Caseros;Buenos Aires Province;El Palomar;El Palomar;Argentina;South America;PSA;Stellantis;Stellantis;Stellantis;Stellantis;Stellantis;M49/M59;M49/M59;M69;Partner;Stellantis:Peugeot:Partner:M69 [0-3.5 LCV];Peugeot;Stellantis;Partner;2026-08;2019-08;2025-12;CBU;PSA-Sochaux;France;Europe;PSA-Sochaux;France;Europe;1356103;135610837;13042603;120837;Unibody;Stellantis;77;1000228;100013072;LTR;LCV;0-3.5;0-3.5 LCV;C-Segment;Entry;C;Van;1;Small;Mid;2;0;ICE;1314;4196;5239;4578;4484;2905;3660;0;0;0;0;0;0;0;0;0;0;816;498;1565;157;1122;1352;1213;1614;1552;860;944;1217;1304;1113;1162;1472;1032;818;348;790;1065;702;794;1320;803;743;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
South America;Mercosul;Argentina;Caseros;Buenos Aires Province;El Palomar;El Palomar;Argentina;South America;PSA;Stellantis;Stellantis;Stellantis;Stellantis;Stellantis;PF2;PF2;B73;C4 Lounge;Stellantis:Citroen:C4 Lounge:B73 [0-3.5 PC];Citroen;Stellantis;C4;2026-08;2013-05;2021-12;CBU;PSA-Vélizy;France;Europe;PSA-Sochaux;France;Europe;1299203;129920837;13051503;120837;Unibody;Stellantis;104;1009503;100003995;Car;PC;0-3.5;0-3.5 PC;C-Segment;Mid;C;Car;1;Medium;Mid;2;0;ICE;1371;1222;966;0;0;0;0;0;0;0;0;0;0;0;0;471;552;273;75;449;52;363;358;359;428;89;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
South America;Mercosul;Argentina;Caseros;Buenos Aires Province;El Palomar;El Palomar;Argentina;South America;PSA;Stellantis;Stellantis;Stellantis;Stellantis;Stellantis;PF2;PF2;T7;308;Stellantis:Peugeot:308:T7 [0-3.5 PC];Peugeot;Stellantis;308;2026-08;2011-11;2021-11;CBU;PSA-Vélizy;France;Europe;PSA-Vélizy;France;Europe;268903;26890837;13051503;120837;Unibody;Stellantis;121;1003172;100012721;Car;PC;0-3.5;0-3.5 PC;C-Segment;Mid;C;Car;1;Medium;Mid;2;0;ICE;1240;1697;1661;0;0;0;0;0;0;0;0;0;0;0;0;84;447;306;403;509;32;502;654;641;308;312;400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
South America;Mercosul;Argentina;Caseros;Buenos Aires Province;El Palomar;El Palomar;Argentina;South America;PSA;Stellantis;Stellantis;Stellantis;Stellantis;Stellantis;PF2;PF2;T73;408;Stellantis:Peugeot:408:T73 [0-3.5 PC];Peugeot;Stellantis;408;2026-08;2010-12;2021-12;CBU;PSA-Vélizy;France;Europe;PSA-Vélizy;France;Europe;70303;7030837;13051503;120837;Unibody;Stellantis;133;1008749;100006469;Car;PC;0-3.5;0-3.5 PC;C-Segment;Entry;C;Car;1;Medium;Mid;2;0;ICE;79;436;454;0;0;0;0;0;0;0;0;0;0;0;0;27;0;48;4;322;6;58;50;0;143;4;307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
South America;Mercosul;Argentina;Cordoba;Cordoba Province;Cordoba;Cordoba;Argentina;South America;FCA;Stellantis;Stellantis;Stellantis;Stellantis;Changan;S-UCR145;S-UCR145;KP1F;Titano;Changan:Fiat:Titano:KP1F [0-3.5 LCV];Fiat;Changan;Titano;2026-07;2025-02;2032-05;CBU;Changan-Chongqing;Mainland China;Greater China;Changan-Chongqing;Mainland China;Greater China;2918603;291860196;13154003;120196;Full-Frame;Changan;88;100043975;100053297;LTR;LCV;0-3.5;0-3.5 LCV;Full-Size Full-Frame;Entry;C;PUP;1;Medium;Mid;2;2;ICE;0;0;0;0;0;0;8592;11113;11374;11247;10112;10164;9910;4055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144;1536;3659;3253;2771;3144;2886;2312;2171;3156;3258;2789;2460;3054;3258;2475;2030;2600;2794;2688;2037;2612;2802;2713;2070;2645;2710;2485;1790;2265;0;0;0;0;0;0
South America;Mercosul;Argentina;Cordoba;Cordoba Province;Cordoba;Cordoba;Argentina;South America;FCA;Stellantis;Stellantis;Stellantis;Stellantis;Changan;S-UCR145;S-UCR145;KP2;Dakota;Changan:Ram:Dakota:KP2 [0-3.5 LCV];Ram;Changan;Dakota;2026-07;2025-06;2032-05;CBU;Changan-Chongqing;Mainland China;Greater China;Changan-Chongqing;Mainland China;Greater China;3217903;321790196;13154003;120196;Full-Frame;Changan;84;100048008;100055135;LTR;LCV;0-3.5;0-3.5 LCV;Full-Size Full-Frame;Mid;C;PUP;1;Medium;Mid;3;3;ICE;0;0;0;0;0;0;872;7695;9020;8998;8786;9325;9424;4512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;58;807;1496;1602;2378;2219;2026;2533;2615;1846;1859;2540;2709;1890;1744;2240;2434;2368;1839;2386;2596;2504;1910;2444;2601;2469;1983;2529;0;0;0;0;0;0
South America;Mercosul;Argentina;Cordoba;Cordoba Province;Cordoba;Cordoba;Argentina;South America;FCA;Stellantis;Stellantis;Stellantis;Stellantis;Stellantis;STLA Frame;STLA Frame;KP1F(2);Titano;Stellantis:Fiat:Titano:KP1F(2) [0-3.5 LCV];Fiat;Stellantis;Titano;2026-08;2032-06;2039-05;CBU;Chrysler-Auburn Hills;United States;North America;Chrysler-Auburn Hills;United States;North America;3470703;347070196;13088703;120196;Full-Frame;Stellantis;84;100043977;100049682;LTR;LCV;0-3.5;0-3.5 LCV;Full-Size Full-Frame;Entry;C;PUP;1;Medium;Mid;0;2;ICE;0;0;0;0;0;0;0;0;0;0;0;0;0;4770;13419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1174;1635;1961;2275;3349;3981;3814
South America;Mercosul;Argentina;Cordoba;Cordoba Province;Cordoba;Cordoba;Argentina;South America;FCA;Stellantis;Stellantis;Stellantis;Stellantis;Stellantis;STLA Frame;STLA Frame;KP1F(2);Titano;Stellantis:Fiat:Titano:KP1F(2) [0-3.5 LCV];Fiat;Stellantis;Titano;2026-08;2032-06;2039-05;CBU;Chrysler-Auburn Hills;United States;North America;Chrysler-Auburn Hills;United States;North America;3470703;347070196;13088703;120196;Full-Frame;Stellantis;84;100043977;100049682;LTR;LCV;0-3.5;0-3.5 LCV;Full-Size Full-Frame;Entry;C;PUP;1;Medium;Mid;0;2;MHEV;0;0;0;0;0;0;0;0;0;0;0;0;0;1363;3835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;336;467;560;650;957;1138;1090
South America;Mercosul;Argentina;Cordoba;Cordoba Province;Cordoba;Cordoba;Argentina;South America;FCA;Stellantis;Stellantis;Stellantis;Stellantis;Stellantis;STLA Frame;STLA Frame;KP1F(2);Titano;Stellantis:Fiat:Titano:KP1F(2) [0-3.5 LCV];Fiat;Stellantis;Titano;2026-08;2032-06;2039-05;CBU;Chrysler-Auburn Hills;United States;North America;Chrysler-Auburn Hills;United States;North America;3470703;347070196;13088703;120196;Full-Frame;Stellantis;84;100043977;100049682;LTR;LCV;0-3.5;0-3.5 LCV;Full-Size Full-Frame;Entry;C;PUP;1;Medium;Mid;0;2;PHEV;0;0;0;0;0;0;0;0;0;0;0;0;0;680;1917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;167;233;280;325;479;569;544
South America;Mercosul;Argentina;Cordoba;Cordoba Province;Cordoba;Cordoba;Argentina;South America;FCA;Stellantis;Stellantis;Stellantis;Stellantis;Stellantis;STLA Frame;STLA Frame;KP2(2);Dakota;Stellantis:Ram:Dakota:KP2(2) [0-3.5 LCV];Ram;Stellantis;Dakota;2026-08;2032-06;2039-05;CBU;Chrysler-Auburn Hills;United States;North America;Chrysler-Auburn Hills;United States;North America;3470803;347080196;13088703;120196;Full-Frame;Stellantis;84;100048010;100055137;LTR;LCV;0-3.5;0-3.5 LCV;Full-Size Full-Frame;Mid;C;PUP;1;Medium;Mid;0;3;ICE;0;0;0;0;0;0;0;0;0;0;0;0;0;3516;7817;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;976;1212;1328;1372;1948;2284;2213
South America;Mercosul;Argentina;Cordoba;Cordoba Province;Cordoba;Cordoba;Argentina;South America;FCA;Stellantis;Stellantis;Stellantis;Stellantis;Stellantis;STLA Frame;STLA Frame;KP2(2);Dakota;Stellantis:Ram:Dakota:KP2(2) [0-3.5 LCV];Ram;Stellantis;Dakota;2026-08;2032-06;2039-05;CBU;Chrysler-Auburn Hills;United States;North America;Chrysler-Auburn Hills;United States;North America;3470803;347080196;13088703;120196;Full-Frame;Stellantis;84;100048010;100055137;LTR;LCV;0-3.5;0-3.5 LCV;Full-Size Full-Frame;Mid;C;PUP;1;Medium;Mid;0;3;MHEV;0;0;0;0;0;0;0;0;0;0;0;0;0;1599;3553;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;444;551;604;623;886;1038;1006
South America;Mercosul;Argentina;Cordoba;Cordoba Province;Cordoba;Cordoba;Argentina;South America;FCA;Stellantis;Stellantis;Stellantis;Stellantis;Stellantis;STLA Frame;STLA Frame;KP2(2);Dakota;Stellantis:Ram:Dakota:KP2(2) [0-3.5 LCV];Ram;Stellantis;Dakota;2026-08;2032-06;2039-05;CBU;Chrysler-Auburn Hills;United States;North America;Chrysler-Auburn Hills;United States;North America;3470803;347080196;13088703;120196;Full-Frame;Stellantis;84;100048010;100055137;LTR;LCV;0-3.5;0-3.5 LCV;Full-Size Full-Frame;Mid;C;PUP;1;Medium;Mid;0;3;PHEV;0;0;0;0;0;0;0;0;0;0;0;0;0;1278;2842;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;355;440;483;499;708;831;804
South America;Mercosul;Argentina;Cordoba;Cordoba Province;Cordoba;Cordoba;Argentina;South America;FCA;Stellantis;Stellantis;Stellantis;Stellantis;Stellantis;TYPE 199;TYPE 199;X6S/359;Cronos;Stellantis:Fiat:Cronos:X6S/359 [0-3.5 PC];Fiat;Stellantis;Cronos;2026-07;2017-12;2032-12;CBU;Fiat-Turin;Italy;Europe;Fiat-Minas Gerais;Brazil;South America;1236803;123680196;13074903;120196;Unibody;Stellantis;181;1007294;100005390;Car;PC;0-3.5;0-3.5 PC;C-Segment;Entry;B;Car;1;Small;Mid;2;2;ICE;31907;33107;70880;81496;95587;72421;54489;51123;57781;59480;66222;63643;64900;61247;0;10054;9130;6304;6419;7904;3373;7540;14290;13937;16158;18483;22302;18219;24080;18550;20647;22829;26779;27015;18964;23970;14795;18820;14836;14401;14361;14874;10853;14212;10161;13455;13295;12801;15415;15912;13653;13166;15629;16671;14014;13444;17165;18272;17341;12884;16334;17485;16940;13055;16846;17975;17024;12574;15836;16786;16051;0;0;0;0
South America;Mercosul;Argentina;Cordoba;Cordoba Province;Cordoba;Cordoba;Argentina;South America;Nissan;Nissan;Nissan;Renault;Renault;Nissan;X61B;X61B;H60A;Frontier;Nissan:Nissan:Frontier:H60A [0-3.5 LCV];Nissan;Nissan;Frontier;2026-08;2018-08;2025-10;CBU;Nissan-Atsugi;Japan;Japan/Korea;R/N-Farmington Hills;United States;North America;103303;10330197;13082503;120197;Full-Frame;Nissan;87;1008641;100011218;LTR;LCV;0-3.5;0-3.5 LCV;Full-Size Full-Frame;Entry;C;PUP;1;Medium;Mid;2;0;ICE;10769;11085;18551;19500;29519;16431;9775;0;0;0;0;0;0;0;0;1909;2407;3731;2722;2739;295;3557;4494;3501;4308;5459;5283;2688;4471;6531;5810;6130;8745;8102;6542;2624;6177;5082;2548;2481;3356;3296;642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
South America;Mercosul;Argentina;Cordoba;Cordoba Province;Cordoba;Cordoba;Argentina;South America;Renault;Renault;Renault;Renault;Renault;Nissan;X61B;X61B;U60A;Alaskan;Nissan:Renault:Alaskan:U60A [0-3.5 LCV];Renault;Nissan;Alaskan;2026-08;2020-10;2025-10;CBU;Nissan-Atsugi;Japan;Japan/Korea;R/N-Farmington Hills;United States;North America;1283003;128300197;13082503;120197;Full-Frame;Nissan;61;1002324;100001742;LTR;LCV;0-3.5;0-3.5 LCV;Full-Size Full-Frame;Entry;C;PUP;1;Medium;Mid;3;0;ICE;0;802;4286;3699;4191;1068;1604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;802;777;1005;1302;1202;818;1079;1039;763;881;1272;1496;542;253;379;436;0;582;409;500;113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
South America;Mercosul;Argentina;Cordoba;Cordoba Province;Cordoba;Cordoba;Argentina;South America;Renault;Renault;Renault;Renault;Renault;Renault;B0;B0;B52;Sandero;Renault:Renault:Sandero:B52 [0-3.5 PC];Renault;Renault;Sandero;2026-08;2016-09;2025-12;CBU;Renault-Guyancourt;France;Europe;R/N-Guyancourt;France;Europe;790303;79030197;13008703;120197;Unibody;Renault;112;1001745;100004713;Car;PC;0-3.5;0-3.5 PC;B-Segment;Entry;B;Car;1;Small;Mid;2;0;ICE;7229;7393;8735;15519;18748;5874;4538;0;0;0;0;0;0;0;0;1804;2276;2015;1134;2669;635;2107;1982;1202;2016;2152;3365;2454;4194;5144;3727;3114;5376;5748;4510;1829;1919;791;1335;1101;1261;1177;999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
South America;Mercosul;Argentina;Cordoba;Cordoba Province;Cordoba;Cordoba;Argentina;South America;Renault;Renault;Renault;Renault;Renault;Renault;B0;B0;K67;Kangoo;Renault:Renault:Kangoo:K67 [0-3.5 LCV];Renault;Renault;Kangoo;2026-07;2017-12;2027-12;CBU;Renault-Guyancourt;France;Europe;R/N-Guyancourt;France;Europe;1709403;170940197;13008703;120197;Unibody;Renault;121;1007952;100009053;LTR;LCV;0-3.5;0-3.5 LCV;C-Segment;Entry;B;Van;1;Small;Entry;2;0;ICE;9309;8529;12534;20973;22970;18206;17303;16009;20059;0;0;0;0;0;0;2617;3520;2399;773;2657;703;2946;2223;2381;3037;3140;3976;3311;5438;6520;5704;4990;6754;7354;3872;3697;4051;4532;5926;4038;5285;5043;2937;3134;3086;4509;5280;4205;5556;5735;4563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
South America;Mercosul;Argentina;Cordoba;Cordoba Province;Cordoba;Cordoba;Argentina;South America;Renault;Renault;Renault;Renault;Renault;Renault;B0;B0;X52;Logan;Renault:Renault:Logan:X52 [0-3.5 PC];Renault;Renault;Logan;2026-08;2016-09;2025-12;CBU;Renault-Guyancourt;France;Europe;R/N-Guyancourt;France;Europe;790403;79040197;13008703;120197;Unibody;Renault;112;1008569;100010400;Car;PC;0-3.5;0-3.5 PC;B-Segment;Entry;B;Car;1;Small;Entry;2;0;ICE;4305;4993;4694;6663;7624;4335;5001;0;0;0;0;0;0;0;0;853;1376;1282;794;2471;259;1356;907;927;1174;871;1722;1106;1692;2178;1687;1260;2083;2262;2019;987;1376;659;1313;1335;1070;1376;1220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
South America;Mercosul;Argentina;Cordoba;Cordoba Province;Cordoba;Cordoba;Argentina;South America;Renault;Renault;Renault;Renault;Renault;Renault;CMF-B;CMF-Renault;H1312;Niagara;Renault:Renault:Niagara:H1312 [0-3.5 LCV];Renault;Renault;Niagara;2026-08;2026-09;2034-08;CBU;Renault-Guyancourt;France;Europe;R/N-Guyancourt;France;Europe;1157503;115750197;13091503;120197;Unibody;Renault;96;1007934;100004575;LTR;LCV;0-3.5;0-3.5 LCV;C-Segment;Entry;B;PUP;1;Medium;Mid;2;2;HEV;0;0;0;0;0;0;0;0;0;8180;13009;12685;12152;12031;11987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4547;3633;2627;3358;3589;3435;2585;3291;3490;3319;2475;3141;3339;3197;2411;3088;3317;3215;2465;3161;3301;3060
South America;Mercosul;Argentina;Cordoba;Cordoba Province;Cordoba;Cordoba;Argentina;South America;Renault;Renault;Renault;Renault;Renault;Renault;CMF-B;CMF-Renault;H1312;Niagara;Renault:Renault:Niagara:H1312 [0-3.5 LCV];Renault;Renault;Niagara;2026-08;2026-09;2034-08;CBU;Renault-Guyancourt;France;Europe;R/N-Guyancourt;France;Europe;1157503;115750197;13091503;120197;Unibody;Renault;96;1007934;100004575;LTR;LCV;0-3.5;0-3.5 LCV;C-Segment;Entry;B;PUP;1;Medium;Mid;2;2;ICE;0;0;0;0;0;0;0;5400;37483;32861;19512;19031;18229;18046;17981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;4900;8105;10000;10322;9056;9933;10657;6820;5451;3939;5037;5385;5151;3879;4938;5235;4979;3713;4712;5008;4796;3615;4633;4976;4822;3699;4741;4951;4590
